mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
754,50,0.83,0.1,,4265.96,2714,110,0.74,0.1,4.7,0.09,A,940,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
758,50,0.025,0.005,,4256.2,2724,110,0.021,0.005,6.24,0.12,,940,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
775,50,0.54,0.11,,4219.16,2761,110,0.44,0.09,4.94,0.12,,970,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
786,50,0.118,0.017,,4193.82,2786,110,0.092,0.015,5.63,0.1,,980,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
794,50,0.011,0.006,,4176.9,2803,110,0.009,0.004,6.66,0.24,,990,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
810,51,0.29,0.03,,4142.69,2837,110,0.21,0.03,5.29,0.09,,1010,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
818,51,0.74,0.08,,4125.50,2854,110,0.51,0.07,4.91,0.09,A,1010,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
819,51,0.25,0.03,,4123.28,2857,110,0.17,0.03,5.38,0.09,A,1010,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
827,51,0.97,0.1,,4105.37,2875,110,0.65,0.09,4.81,0.09,,1030,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
844,51,0.042,0.008,,4068.54,2911,110,0.026,0.005,6.21,0.11,,1050,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
851,51,0.17,0.02,,4053.06,2927,110,0.10,0.02,5.63,0.1,,1050,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
856,51,1,0.09,,4040.22,2940,110,0.59,0.08,4.87,0.09,,1060,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
866,51,1.25,0.1,,4019.14,2961,110,0.72,0.1,4.79,0.09,,1070,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
869,51,0.2,0.02,,4013.64,2966,110,0.12,0.02,5.58,0.09,,1070,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
882,51,3.3,0.3,,3983.29,2997,110,1.82,0.24,4.4,0.09,A,1090,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
890,51,0.017,0.005,,3967.6,3012,110,0.009,0.003,6.71,0.15,,1100,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
896,51,0.026,0.007,,3954.0,3026,110,0.014,0.004,6.53,0.14,,1090,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
909,51,0.41,0.05,,3925.59,3054,110,0.20,0.03,5.37,0.1,A,1120,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
936,51,1.17,0.1,,3865.45,3115,110,0.53,0.08,4.97,0.09,,1160,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
940,51,0.076,0.008,,3858.68,3121,110,0.034,0.005,6.16,0.09,,1160,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
941,51,0.076,0.01,,3856.50,3123,110,0.034,0.006,6.16,0.1,,1160,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
947,51,0.028,0.005,,3842.03,3138,110,0.013,0.003,6.6,0.11,,1170,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
954,51,0.52,0.08,,3827.82,3152,110,0.23,0.04,5.35,0.1,,1180,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
960,51,0.03,0.008,,3814.7,3165,110,0.013,0.004,6.6,0.14,,1180,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
971,51,1.83,0.12,,3790.48,3190,110,0.75,0.1,4.84,0.09,,1200,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
975,51,0.025,0.006,,3781.9,3198,110,0.010,0.003,6.71,0.13,,1200,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
978,51,0.021,0.005,,3775.6,3204,110,0.0086,0.0023,6.78,0.13,,1200,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
983,51,0.29,0.03,,3763.28,3217,110,0.11,0.02,5.67,0.09,,1210,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
985,51,0.05,0.008,,3759.42,3221,110,0.020,0.004,6.43,0.1,,1220,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
994,51,10.8,0.6,,3740.02,3240,110,4.1,0.5,4.11,0.08,A,1230,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1007,51,0.083,0.016,,3712.81,3267,110,0.031,0.007,6.25,0.12,,1240,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1010,51,0.034,0.005,,3704.82,3275,110,0.013,0.002,6.64,0.11,,1240,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1019,51,0.084,0.01,,3686.60,3293,110,0.030,0.005,6.27,0.1,,1250,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1047,51,0.39,0.04,,3626.32,3354,110,0.13,0.02,5.65,0.09,,1290,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1049,51,0.02,0.004,,3622.11,3358,110,0.0066,0.0015,6.94,0.12,,1290,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1063,51,0.35,0.03,,3591.05,3389,110,0.11,0.02,5.73,0.09,,1310,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1069,51,0.72,0.05,,3577.14,3403,110,0.22,0.03,5.43,0.09,,1310,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1078,51,0.3,0.03,,3558.44,3422,110,0.090,0.013,5.82,0.09,,1320,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1083,51,0.039,0.007,,3548.72,3431,110,0.011,0.002,6.72,0.11,,1330,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1104,51,0.7,0.05,,3503.03,3477,110,0.19,0.03,5.5,0.08,,1350,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1107,51,0.227,0.021,,3496.07,3484,110,0.063,0.009,5.99,0.09,,1360,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1118,51,1.35,0.1,,3473.15,3507,110,0.36,0.05,5.24,0.08,,1370,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1136,52,0.096,0.008,,3434.21,3546,110,0.024,0.004,6.42,0.09,,1390,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1138,52,0.19,0.02,,3429.47,3551,110,0.049,0.008,6.12,0.1,,1390,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1148,52,0.029,0.004,,3406.8,3573,110,0.0072,0.0013,6.96,0.1,,1400,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1159,52,2.18,0.1,,3382.83,3597,110,0.53,0.06,5.1,0.08,,1420,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1164,52,0.62,0.04,,3373.55,3606,110,0.15,0.02,5.65,0.08,A,1420,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1169,52,0.007,0.011,,3362.37,3618,110,0.002,0.002,7.6,0.7,,1430,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1173,52,1.99,0.14,,3353.78,3626,110,0.46,0.06,5.16,0.08,,1430,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1174,52,2.27,0.13,,3351.14,3629,110,0.53,0.07,5.1,0.08,A,1440,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1184,52,0.15,0.05,,3329.83,3650,110,0.033,0.012,6.31,0.17,,1450,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1196,52,0.066,0.016,,3303.7,3676,110,0.014,0.004,6.68,0.13,,1460,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1200,52,1.3,0.2,,3295.73,3684,110,0.29,0.06,5.38,0.11,A,1460,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1207,52,0.255,0.02,,3280.27,3700,110,0.055,0.007,6.1,0.08,,1460,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1232,52,0.075,0.017,,3226.61,3753,110,0.015,0.004,6.68,0.12,,1500,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1248,52,0.43,0.05,,3192.46,3788,110,0.083,0.013,5.94,0.09,,1520,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1265,52,0.57,0.04,,3157.00,3823,110,0.11,0.01,5.84,0.08,,1540,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1269,52,0.037,0.005,,3147.76,3832,110,0.0069,0.0012,7.04,0.1,,1540,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1283,52,0.025,0.008,,3118.3,3862,110,0.0046,0.0016,7.22,0.16,,1560,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1289,52,0.054,0.008,,3105.56,3874,110,0.0095,0.0017,6.91,0.1,,1560,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1291,52,0.77,0.06,,3101.58,3878,110,0.13,0.02,5.75,0.08,,1570,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1293,52,0.27,0.04,,3097.30,3883,110,0.048,0.009,6.21,0.1,,1570,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1298,52,0.009,0.008,,3086.51,3893,110,0.0016,0.0013,7.7,0.4,,1580,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1306,52,0.026,0.009,,3067.9,3912,110,0.0044,0.0015,7.25,0.16,,1590,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1307,52,0.032,0.006,,3066.33,3914,110,0.0055,0.0012,7.15,0.11,,1590,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1325,52,0.11,0.1,,3029.21,3951,110,0.018,0.017,6.6,0.4,A,1610,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1327,52,0.043,0.009,,3023.5,3956,110,0.0070,0.0016,7.06,0.11,,1610,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1330,52,0.022,0.006,,3018.4,3962,110,0.0036,0.001,7.34,0.14,,1610,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1333,52,0.21,0.04,,3010.05,3970,110,0.033,0.008,6.38,0.12,,1620,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1356,52,0.123,0.01,,2961.54,4018,110,0.0188,0.0024,6.64,0.08,,1640,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1374,52,0.07,0.014,,2923.74,4056,110,0.010,0.002,6.91,0.11,,1660,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1388,52,0.002,0.014,,2893.24,4087,110,0.0002,0.002,9,4,,1680,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1390,52,1.66,0.13,,2890.03,4090,110,0.23,0.03,5.56,0.08,A,1680,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1392,52,0.055,0.008,,2884.52,4095,110,0.0078,0.0014,7.04,0.09,,1680,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1394,52,0.26,0.07,,2881.84,4098,110,0.037,0.011,6.36,0.14,,1690,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1412,52,0.5,0.05,,2842.85,4137,110,0.068,0.01,6.11,0.08,,1710,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1418,52,0.19,0.06,,2831.05,4149,110,0.025,0.009,6.55,0.16,,1710,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1428,52,0.131,0.019,,2808.03,4172,110,0.017,0.003,6.71,0.09,,1720,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1440,52,0.08,0.018,,2783.96,4196,110,0.010,0.002,6.94,0.12,,1730,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1449,52,0.071,0.009,,2763.82,4216,110,0.0089,0.0014,7,0.09,,1750,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1484,52,0.255,0.021,,2689.95,4290,110,0.030,0.004,6.49,0.08,,1790,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
1489,52,0.39,0.1,,2679.57,4300,110,0.045,0.012,6.32,0.13,,1790,60,47,50,Ag,,0,,(9/2+),25.5,,3,s,25.5,0.3,EC,100,,6902,13,46,51,Pd,19-Nov-2009,N. NICA,2025-10-17
